,fecha,temperatura_max,temperatura_med,temperatura_min,rocio_max,rocio_med,rocio_min,humedad_max,humedad_med,humedad_min,presion_max,presion_med,presion_min,visibilidad_max,visibilidad_med,visibilidad_min,viento_max,viento_med,racha_viento_max,precipitacion,nubes,viento_dir,ind_lluvia,ind_nieve,ind_truenos,ind_niebla,ind_granizo
0,1997-01-01,7.0,4.0,2.0,5.0,3.0,2.0,100.0,95.0,76.0,1010,1008,1004,10.0,9.0,4.0,13,6,,0.0,6.0,SW,0,0,0,0,0
1,1997-01-02,7.0,3.0,0.0,6.0,3.0,0.0,100.0,92.0,71.0,1007,1003,997,10.0,9.0,4.0,26,8,47.0,0.0,5.0,SE,1,0,0,0,0
2,1997-01-03,5.0,3.0,2.0,5.0,1.0,-1.0,100.0,85.0,70.0,1005,999,996,10.0,10.0,7.0,27,19,,0.0,6.0,W,1,1,0,0,0
3,1997-01-04,7.0,3.0,-1.0,-2.0,-3.0,-4.0,86.0,63.0,49.0,1012,1010,1005,10.0,10.0,10.0,27,19,40.0,0.0,2.0,W,0,0,0,0,0
4,1997-01-05,2.0,0.0,-1.0,2.0,0.0,-3.0,100.0,95.0,86.0,1012,1008,1005,10.0,5.0,1.0,14,6,,0.0,7.0,N,0,1,0,0,0
5,1997-01-06,7.0,3.0,1.0,2.0,-1.0,-3.0,100.0,82.0,57.0,1014,1010,1008,10.0,10.0,10.0,11,5,,0.0,4.0,NE,0,0,0,0,0
6,1997-01-07,2.0,0.0,-2.0,1.0,-1.0,-3.0,100.0,93.0,75.0,1016,1014,1009,10.0,7.0,0.0,6,2,,0.0,7.0,NE,0,1,0,0,0
7,1997-01-08,8.0,4.0,1.0,7.0,4.0,1.0,100.0,96.0,87.0,1015,1005,1003,10.0,8.0,4.0,26,8,,0.0,7.0,W,1,0,0,0,0
8,1997-01-09,12.0,10.0,8.0,8.0,3.0,0.0,100.0,65.0,44.0,1015,1008,1003,10.0,10.0,10.0,48,23,48.0,0.0,4.0,W,1,0,0,0,0
9,1997-01-10,13.0,8.0,3.0,8.0,5.0,1.0,93.0,83.0,63.0,1021,1018,1016,10.0,10.0,10.0,13,5,,0.0,5.0,E,0,0,0,0,0
10,1997-01-11,16.0,10.0,5.0,10.0,7.0,5.0,100.0,90.0,67.0,1024,1022,1021,10.0,6.0,0.0,11,2,,0.0,3.0,N,0,0,0,1,0
11,1997-01-12,17.0,10.0,3.0,8.0,6.0,3.0,100.0,84.0,55.0,1024,1022,1020,10.0,10.0,10.0,14,8,,0.0,1.0,N,0,0,0,0,0
12,1997-01-13,15.0,9.0,4.0,9.0,4.0,-1.0,100.0,75.0,38.0,1022,1021,1019,10.0,9.0,3.0,11,2,,0.0,4.0,SE,0,0,0,1,0
13,1997-01-14,11.0,6.0,0.0,4.0,2.0,0.0,100.0,81.0,50.0,1022,1020,1019,10.0,9.0,1.0,14,2,,0.0,4.0,NE,0,0,0,0,0
14,1997-01-15,11.0,8.0,5.0,7.0,5.0,4.0,100.0,83.0,62.0,1021,1019,1018,10.0,10.0,8.0,10,3,,0.0,6.0,N,1,0,0,0,0
15,1997-01-16,12.0,9.0,6.0,8.0,7.0,6.0,100.0,89.0,72.0,1019,1017,1015,10.0,10.0,10.0,24,5,,0.0,6.0,NE,0,0,0,0,0
16,1997-01-17,13.0,9.0,5.0,9.0,5.0,1.0,100.0,78.0,47.0,1022,1018,1015,10.0,10.0,7.0,27,13,,0.0,4.0,W,1,0,0,0,0
17,1997-01-18,6.0,3.0,2.0,6.0,4.0,2.0,100.0,98.0,93.0,1022,1019,1015,10.0,7.0,3.0,8,2,,0.0,6.0,N,1,0,0,0,0
18,1997-01-19,9.0,7.0,6.0,7.0,6.0,5.0,100.0,97.0,87.0,1015,1011,1004,10.0,6.0,2.0,14,8,,0.0,4.0,E,1,0,0,0,0
19,1997-01-20,9.0,7.0,5.0,9.0,7.0,5.0,100.0,100.0,100.0,1008,1005,1003,10.0,8.0,3.0,13,5,,0.0,5.0,NW,1,0,0,0,0
20,1997-01-21,10.0,8.0,6.0,7.0,6.0,5.0,100.0,89.0,71.0,1013,1011,1009,10.0,9.0,4.0,8,3,,0.0,5.0,NE,0,0,0,0,0
21,1997-01-22,13.0,8.0,3.0,8.0,5.0,3.0,100.0,85.0,58.0,1018,1016,1015,10.0,9.0,5.0,11,3,,0.0,5.0,NE,1,0,0,0,0
22,1997-01-23,12.0,10.0,9.0,10.0,9.0,9.0,100.0,96.0,82.0,1018,1014,1013,10.0,8.0,4.0,10,5,,0.0,7.0,NE,1,0,0,0,0
23,1997-01-24,13.0,10.0,7.0,9.0,8.0,7.0,100.0,90.0,67.0,1025,1021,1018,10.0,10.0,7.0,11,6,,0.0,5.0,N,1,0,0,0,0
24,1997-01-25,12.0,9.0,7.0,9.0,7.0,6.0,100.0,89.0,76.0,1025,1024,1023,10.0,10.0,10.0,10,3,,0.0,6.0,N,0,0,0,0,0
25,1997-01-26,14.0,9.0,5.0,8.0,6.0,5.0,100.0,83.0,55.0,1026,1025,1024,10.0,10.0,9.0,6,2,,0.0,2.0,S,0,0,0,0,0
26,1997-01-27,15.0,8.0,2.0,8.0,6.0,2.0,100.0,84.0,55.0,1028,1027,1026,10.0,7.0,0.0,10,2,,0.0,6.0,N,0,0,0,1,0
27,1997-01-28,14.0,10.0,6.0,7.0,4.0,2.0,93.0,74.0,48.0,1028,1027,1024,10.0,9.0,5.0,11,6,,0.0,3.0,N,0,0,0,0,0
28,1997-01-29,11.0,8.0,5.0,7.0,6.0,4.0,100.0,83.0,67.0,1029,1027,1026,10.0,10.0,7.0,26,6,,0.0,7.0,SE,0,0,0,0,0
29,1997-01-30,15.0,11.0,8.0,8.0,7.0,5.0,100.0,80.0,59.0,1031,1030,1029,10.0,10.0,8.0,11,6,,0.0,5.0,NE,0,0,0,0,0
30,1997-01-31,14.0,9.0,4.0,9.0,7.0,4.0,100.0,87.0,67.0,1030,1029,1027,10.0,9.0,7.0,6,0,,0.0,3.0,NE,0,0,0,0,0
31,1997-02-01,12.0,9.0,6.0,9.0,7.0,6.0,100.0,95.0,77.0,1029,1028,1027,8.0,3.0,0.0,8,0,,0.0,3.0,N,0,0,0,1,0
32,1997-02-02,13.0,9.0,5.0,9.0,7.0,5.0,100.0,93.0,72.0,1028,1026,1025,5.0,2.0,0.0,10,0,,0.0,5.0,SE,1,0,0,1,0
33,1997-02-03,13.0,10.0,7.0,9.0,6.0,1.0,100.0,76.0,47.0,1026,1025,1024,10.0,7.0,0.0,10,3,,0.0,4.0,E,1,0,0,1,0
34,1997-02-04,12.0,6.0,0.0,3.0,2.0,0.0,100.0,71.0,51.0,1028,1027,1026,10.0,10.0,10.0,11,5,,0.0,1.0,SW,0,0,0,0,0
35,1997-02-05,14.0,7.0,1.0,5.0,3.0,1.0,100.0,79.0,48.0,1031,1029,1028,9.0,9.0,7.0,8,5,,0.0,2.0,N,0,0,0,0,0
36,1997-02-06,16.0,8.0,1.0,6.0,4.0,1.0,100.0,79.0,48.0,1031,1029,1028,10.0,9.0,8.0,8,5,,0.0,3.0,N,0,0,0,0,0
37,1997-02-07,15.0,8.0,2.0,6.0,4.0,2.0,100.0,78.0,51.0,1031,1029,1028,10.0,10.0,10.0,8,2,,0.0,3.0,N,0,0,0,0,0
38,1997-02-08,15.0,8.0,2.0,5.0,1.0,-3.0,100.0,68.0,31.0,1033,1031,1030,10.0,10.0,10.0,10,2,,0.0,6.0,S,0,0,0,0,0
39,1997-02-09,14.0,7.0,-1.0,5.0,2.0,-2.0,93.0,74.0,51.0,1033,1031,1030,10.0,10.0,10.0,10,3,,0.0,1.0,N,0,0,0,0,0
40,1997-02-10,14.0,7.0,0.0,5.0,3.0,-1.0,100.0,76.0,51.0,1033,1031,1030,,,,8,3,,0.0,,W,0,0,0,0,0
41,1997-02-11,18.0,11.0,4.0,7.0,6.0,3.0,100.0,78.0,49.0,1033,1032,1030,10.0,8.0,6.0,11,3,,0.0,2.0,NE,0,0,0,0,0
42,1997-02-12,18.0,10.0,3.0,9.0,6.0,3.0,100.0,78.0,52.0,1033,1030,1027,10.0,8.0,0.0,29,10,,0.0,1.0,NW,0,0,0,1,0
43,1997-02-13,15.0,11.0,8.0,8.0,7.0,4.0,87.0,72.0,58.0,1030,1029,1027,10.0,10.0,10.0,21,14,,0.0,3.0,W,0,0,0,0,0
44,1997-02-14,15.0,12.0,10.0,10.0,9.0,7.0,94.0,82.0,67.0,1027,1023,1020,10.0,10.0,10.0,35,19,53.0,0.0,4.0,W,0,0,0,0,0
45,1997-02-15,16.0,10.0,5.0,7.0,2.0,1.0,81.0,54.0,39.0,1026,1024,1021,10.0,10.0,10.0,29,14,47.0,0.0,2.0,W,0,0,0,1,0
46,1997-02-16,15.0,7.0,-1.0,5.0,3.0,-1.0,100.0,76.0,51.0,1025,1023,1022,10.0,10.0,10.0,14,3,,0.0,2.0,SW,0,0,0,0,0
47,1997-02-17,15.0,8.0,2.0,5.0,3.0,1.0,100.0,75.0,39.0,1029,1027,1025,10.0,10.0,10.0,14,5,,0.0,1.0,S,0,0,0,0,0
48,1997-02-18,16.0,9.0,2.0,5.0,3.0,1.0,100.0,72.0,48.0,1035,1031,1029,10.0,10.0,10.0,11,3,,0.0,2.0,N,0,0,0,0,0
49,1997-02-19,18.0,10.0,2.0,7.0,4.0,2.0,100.0,71.0,40.0,1035,1033,1030,,,,11,3,,0.0,,W,0,0,0,0,0
50,1997-02-20,19.0,10.0,2.0,7.0,5.0,2.0,100.0,72.0,43.0,1033,1031,1029,10.0,9.0,8.0,8,2,,0.0,0.0,W,0,0,0,0,0
51,1997-02-21,20.0,12.0,4.0,8.0,6.0,4.0,100.0,72.0,40.0,1031,1029,1028,10.0,9.0,7.0,8,2,,0.0,2.0,N,0,0,0,0,0
52,1997-02-22,19.0,12.0,6.0,8.0,7.0,6.0,100.0,77.0,46.0,1029,1027,1025,10.0,10.0,10.0,19,3,,0.0,6.0,NW,0,0,0,0,0
53,1997-02-23,17.0,12.0,7.0,12.0,8.0,5.0,100.0,79.0,52.0,1026,1023,1021,10.0,7.0,0.0,26,6,,0.0,3.0,SW,1,0,0,1,0
54,1997-02-24,15.0,9.0,4.0,8.0,6.0,4.0,100.0,80.0,55.0,1024,1022,1020,10.0,8.0,4.0,16,8,,0.0,4.0,SW,0,0,0,0,0
55,1997-02-25,15.0,12.0,9.0,10.0,8.0,6.0,94.0,79.0,63.0,1027,1025,1024,10.0,9.0,7.0,21,10,,0.0,4.0,S,0,0,0,0,0
56,1997-02-26,18.0,11.0,4.0,8.0,5.0,3.0,100.0,76.0,42.0,1034,1030,1027,10.0,7.0,3.0,19,3,,0.0,4.0,N,0,0,0,0,0
57,1997-02-27,22.0,13.0,5.0,4.0,1.0,-1.0,81.0,54.0,25.0,1036,1034,1032,10.0,10.0,10.0,14,3,,0.0,1.0,E,0,0,0,0,0
58,1997-02-28,21.0,11.0,2.0,5.0,2.0,0.0,93.0,59.0,28.0,1035,1033,1031,,,,10,3,,0.0,,N,0,0,0,0,0
59,1997-03-01,21.0,12.0,4.0,6.0,4.0,3.0,93.0,65.0,33.0,1032,1030,1028,,,,8,5,,0.0,,N,0,0,0,0,0
60,1997-03-02,23.0,13.0,4.0,8.0,6.0,3.0,100.0,63.0,31.0,1033,1031,1029,,,,11,3,,0.0,,NW,0,0,0,0,0
61,1997-03-03,23.0,14.0,5.0,8.0,4.0,2.0,87.0,58.0,29.0,1036,1034,1032,,,,8,2,,0.0,,N,0,0,0,0,0
62,1997-03-04,22.0,13.0,5.0,8.0,6.0,3.0,87.0,65.0,35.0,1034,1032,1030,10.0,10.0,10.0,10,2,,0.0,4.0,N,0,0,0,0,0
63,1997-03-05,23.0,14.0,5.0,9.0,6.0,4.0,93.0,65.0,33.0,1033,1031,1029,10.0,10.0,10.0,8,2,,0.0,4.0,N,0,0,0,0,0
64,1997-03-06,23.0,14.0,6.0,9.0,6.0,4.0,87.0,56.0,36.0,1032,1030,1028,,,,10,3,,0.0,,N,0,0,0,0,0
65,1997-03-07,22.0,13.0,5.0,6.0,5.0,3.0,93.0,59.0,35.0,1029,1026,1023,9.0,9.0,9.0,11,3,,0.0,0.0,N,0,0,0,0,0
66,1997-03-08,20.0,12.0,5.0,8.0,5.0,2.0,93.0,63.0,40.0,1029,1027,1025,10.0,10.0,10.0,16,5,,0.0,1.0,S,0,0,0,0,0
67,1997-03-09,19.0,11.0,3.0,6.0,3.0,-1.0,100.0,58.0,34.0,1031,1029,1026,,,,13,6,,0.0,,SE,0,0,0,0,0
68,1997-03-10,20.0,10.0,1.0,4.0,1.0,-2.0,93.0,55.0,28.0,1031,1030,1028,,,,11,5,,0.0,,N,0,0,0,0,0
69,1997-03-11,22.0,11.0,1.0,6.0,2.0,0.0,93.0,57.0,28.0,1030,1029,1027,,,,8,3,,0.0,,NW,0,0,0,0,0
70,1997-03-12,21.0,13.0,5.0,6.0,3.0,1.0,76.0,57.0,33.0,1034,1031,1030,,,,11,6,,0.0,,W,0,0,0,0,0
71,1997-03-13,23.0,13.0,3.0,8.0,4.0,1.0,93.0,65.0,29.0,1032,1030,1026,,,,10,3,,0.0,,N,0,0,0,0,0
72,1997-03-14,23.0,13.0,4.0,6.0,3.0,1.0,81.0,53.0,29.0,1027,1026,1024,,,,23,6,,0.0,,N,0,0,0,0,0
73,1997-03-15,21.0,14.0,8.0,9.0,6.0,2.0,71.0,56.0,46.0,1027,1025,1023,10.0,10.0,10.0,24,11,,0.0,1.0,NE,0,0,0,0,0
74,1997-03-16,22.0,13.0,5.0,8.0,6.0,4.0,93.0,61.0,35.0,1028,1026,1024,,,,11,5,,0.0,,NW,0,0,0,0,0
75,1997-03-17,26.0,14.0,4.0,10.0,6.0,3.0,93.0,60.0,29.0,1027,1025,1023,10.0,10.0,10.0,10,5,,0.0,1.0,N,0,0,0,0,0
76,1997-03-18,25.0,16.0,6.0,10.0,6.0,4.0,87.0,57.0,32.0,1024,1022,1019,10.0,10.0,10.0,10,2,,0.0,2.0,NW,0,0,0,0,0
77,1997-03-19,23.0,14.0,6.0,9.0,5.0,2.0,87.0,55.0,35.0,1021,1019,1016,,,,14,3,,0.0,,N,0,0,0,0,0
78,1997-03-20,23.0,13.0,4.0,8.0,4.0,2.0,87.0,57.0,33.0,1018,1016,1014,,,,14,5,,0.0,,W,0,0,0,0,0
79,1997-03-21,24.0,13.0,3.0,8.0,4.0,1.0,87.0,56.0,34.0,1018,1016,1014,,,,14,3,,0.0,,N,0,0,0,0,0
80,1997-03-22,23.0,14.0,5.0,7.0,2.0,-2.0,66.0,46.0,29.0,1019,1017,1015,,,,23,6,,0.0,,N,0,0,0,0,0
81,1997-03-23,22.0,13.0,5.0,9.0,4.0,1.0,76.0,55.0,37.0,1019,1017,1016,10.0,10.0,10.0,11,5,,0.0,1.0,NW,0,0,0,0,0
82,1997-03-24,23.0,13.0,4.0,8.0,4.0,1.0,81.0,55.0,33.0,1017,1014,1011,,,,29,5,,0.0,,N,0,0,0,0,0
83,1997-03-25,16.0,11.0,6.0,6.0,3.0,0.0,71.0,59.0,48.0,1018,1015,1013,10.0,10.0,10.0,37,23,55.0,0.0,2.0,NE,0,0,0,0,0
84,1997-03-26,20.0,11.0,3.0,7.0,5.0,2.0,93.0,63.0,42.0,1022,1020,1018,,,,14,8,,0.0,,N,0,0,0,0,0
85,1997-03-27,21.0,12.0,4.0,7.0,5.0,3.0,93.0,61.0,38.0,1026,1024,1022,,,,11,2,,0.0,,NW,0,0,0,0,0
86,1997-03-28,23.0,13.0,3.0,9.0,6.0,2.0,93.0,62.0,38.0,1023,1020,1015,10.0,10.0,10.0,27,5,,0.0,2.0,NE,0,0,0,0,0
87,1997-03-29,22.0,14.0,8.0,9.0,6.0,1.0,76.0,54.0,43.0,1018,1017,1015,10.0,10.0,10.0,21,6,,0.0,1.0,NE,0,0,0,0,0
88,1997-03-30,23.0,14.0,6.0,11.0,6.0,1.0,76.0,56.0,41.0,1019,1017,1015,10.0,10.0,10.0,10,2,,0.0,1.0,W,0,0,0,0,0
89,1997-03-31,23.0,14.0,6.0,10.0,6.0,1.0,71.0,56.0,38.0,1020,1017,1016,10.0,10.0,10.0,8,2,,0.0,1.0,S,0,0,0,0,0
90,1997-04-01,24.0,14.0,6.0,11.0,7.0,3.0,87.0,60.0,34.0,1019,1017,1015,10.0,10.0,10.0,8,5,,0.0,1.0,E,0,0,0,0,0
91,1997-04-02,25.0,16.0,6.0,11.0,6.0,3.0,81.0,53.0,29.0,1017,1016,1013,10.0,10.0,10.0,0,0,,0.0,2.0,N,0,0,0,0,0
92,1997-04-03,24.0,16.0,7.0,11.0,7.0,3.0,81.0,57.0,36.0,1019,1017,1016,10.0,10.0,10.0,19,2,,0.0,3.0,N,0,0,0,0,0
93,1997-04-04,24.0,16.0,8.0,8.0,5.0,3.0,71.0,49.0,33.0,1023,1021,1019,10.0,10.0,10.0,29,14,,0.0,1.0,NE,0,0,0,0,0
94,1997-04-05,25.0,17.0,9.0,10.0,6.0,1.0,58.0,49.0,38.0,1022,1020,1016,,,,26,8,,0.0,,E,0,0,0,0,0
95,1997-04-06,23.0,14.0,7.0,8.0,7.0,4.0,81.0,55.0,38.0,1020,1017,1013,10.0,10.0,10.0,11,6,,0.0,5.0,N,0,0,0,0,0
96,1997-04-07,21.0,16.0,12.0,13.0,9.0,6.0,94.0,72.0,43.0,1016,1015,1014,10.0,10.0,10.0,34,8,,0.0,5.0,NE,1,0,0,0,0
97,1997-04-08,17.0,13.0,11.0,12.0,10.0,6.0,100.0,80.0,63.0,1021,1018,1015,10.0,10.0,10.0,16,5,,0.0,5.0,NE,0,0,0,0,0
98,1997-04-09,18.0,14.0,10.0,8.0,6.0,5.0,77.0,62.0,49.0,1026,1023,1021,10.0,10.0,10.0,19,8,,0.0,6.0,NE,1,0,0,0,0
99,1997-04-10,18.0,14.0,10.0,8.0,7.0,5.0,82.0,63.0,52.0,1029,1027,1026,10.0,10.0,10.0,19,10,,0.0,4.0,S,0,0,0,0,0
100,1997-04-11,23.0,13.0,4.0,8.0,4.0,-1.0,100.0,60.0,24.0,1029,1025,1020,10.0,9.0,8.0,19,3,,0.0,1.0,NW,0,0,0,0,0
101,1997-04-12,24.0,16.0,8.0,5.0,3.0,-2.0,58.0,40.0,29.0,1021,1018,1014,,,,14,8,,0.0,,N,0,0,0,0,0
102,1997-04-13,25.0,16.0,7.0,8.0,5.0,2.0,76.0,49.0,31.0,1018,1016,1014,10.0,10.0,10.0,14,8,,0.0,1.0,N,0,0,0,0,0
103,1997-04-14,25.0,16.0,7.0,8.0,5.0,2.0,71.0,49.0,29.0,1018,1016,1015,10.0,10.0,10.0,10,3,,0.0,1.0,NE,0,0,0,0,0
104,1997-04-15,26.0,16.0,7.0,10.0,6.0,2.0,76.0,49.0,32.0,1020,1018,1017,10.0,10.0,10.0,11,3,,0.0,2.0,SW,0,0,0,0,0
105,1997-04-16,26.0,18.0,10.0,10.0,7.0,4.0,71.0,48.0,30.0,1018,1014,1010,10.0,10.0,10.0,32,6,50.0,0.0,6.0,SW,0,0,0,0,0
106,1997-04-17,22.0,17.0,12.0,13.0,11.0,7.0,100.0,72.0,40.0,1011,1009,1006,10.0,10.0,4.0,26,10,45.0,0.0,6.0,W,1,0,1,0,0
107,1997-04-18,18.0,14.0,11.0,12.0,10.0,7.0,100.0,78.0,49.0,1010,1008,1006,10.0,10.0,8.0,27,6,,0.0,6.0,SW,1,0,0,0,0
108,1997-04-19,17.0,14.0,12.0,14.0,13.0,11.0,100.0,93.0,82.0,1008,1004,1002,10.0,8.0,4.0,21,14,,0.0,6.0,SW,1,0,0,0,0
109,1997-04-20,17.0,14.0,12.0,13.0,12.0,10.0,100.0,87.0,63.0,1003,999,997,10.0,8.0,4.0,14,8,,0.0,6.0,SE,1,0,0,0,0
110,1997-04-21,20.0,15.0,10.0,10.0,7.0,2.0,94.0,64.0,37.0,1005,1001,999,10.0,10.0,8.0,23,13,,0.0,5.0,NE,1,0,0,0,0
111,1997-04-22,21.0,13.0,7.0,6.0,2.0,-2.0,53.0,45.0,32.0,1009,1007,1005,10.0,10.0,10.0,14,10,,0.0,3.0,NE,0,0,0,0,0
112,1997-04-23,21.0,14.0,8.0,7.0,4.0,1.0,81.0,48.0,35.0,1019,1015,1011,10.0,10.0,10.0,26,6,,0.0,2.0,SW,0,0,0,0,0
113,1997-04-24,21.0,13.0,7.0,10.0,7.0,5.0,93.0,62.0,43.0,1022,1020,1019,10.0,9.0,5.0,19,10,,0.0,3.0,W,0,0,0,0,0
114,1997-04-25,18.0,14.0,11.0,12.0,10.0,7.0,88.0,71.0,55.0,1023,1021,1020,10.0,10.0,10.0,10,3,,0.0,5.0,SW,1,0,0,0,0
115,1997-04-26,22.0,16.0,9.0,13.0,11.0,9.0,100.0,73.0,46.0,1023,1021,1019,10.0,9.0,2.0,23,6,42.0,0.0,4.0,SW,0,0,0,0,0
116,1997-04-27,24.0,19.0,15.0,11.0,9.0,8.0,67.0,55.0,41.0,1023,1021,1019,10.0,10.0,10.0,34,16,,0.0,4.0,W,0,0,0,0,0
117,1997-04-28,26.0,19.0,12.0,13.0,11.0,6.0,82.0,57.0,42.0,1026,1024,1022,10.0,10.0,10.0,13,6,,0.0,1.0,NE,0,0,0,0,0
118,1997-04-29,26.0,19.0,12.0,14.0,12.0,9.0,94.0,61.0,39.0,1023,1021,1019,10.0,10.0,10.0,19,5,,0.0,1.0,NE,0,0,0,0,0
119,1997-04-30,27.0,19.0,12.0,9.0,7.0,2.0,72.0,45.0,26.0,1020,1018,1015,,,,13,6,,0.0,,NE,0,0,0,0,0
120,1997-05-01,27.0,18.0,10.0,12.0,9.0,2.0,82.0,54.0,36.0,1022,1020,1017,,,,13,5,,0.0,,SW,0,0,0,0,0
121,1997-05-02,27.0,19.0,11.0,13.0,11.0,7.0,88.0,57.0,42.0,1023,1021,1020,10.0,10.0,10.0,14,5,,0.0,6.0,S,0,0,0,0,0
122,1997-05-03,26.0,20.0,15.0,13.0,11.0,9.0,77.0,52.0,42.0,1023,1021,1019,10.0,10.0,10.0,19,6,27.0,0.0,4.0,SW,0,0,0,0,0
123,1997-05-04,26.0,20.0,14.0,14.0,12.0,10.0,77.0,57.0,41.0,1019,1016,1012,10.0,10.0,10.0,32,10,52.0,0.0,3.0,SW,0,0,0,0,0
124,1997-05-05,21.0,17.0,14.0,13.0,11.0,9.0,94.0,66.0,49.0,1011,1009,1006,10.0,10.0,5.0,45,29,72.0,0.0,4.0,W,1,0,0,0,0
125,1997-05-06,17.0,13.0,10.0,12.0,4.0,1.0,88.0,58.0,39.0,1013,1011,1007,10.0,10.0,10.0,37,24,52.0,0.0,4.0,W,1,0,0,0,0
126,1997-05-07,14.0,11.0,8.0,6.0,3.0,-1.0,76.0,57.0,41.0,1022,1010,1007,10.0,10.0,8.0,37,24,64.0,0.0,5.0,NW,1,0,0,0,0
127,1997-05-08,19.0,11.0,3.0,4.0,2.0,-2.0,75.0,52.0,37.0,1018,1017,1015,10.0,10.0,10.0,16,6,34.0,0.0,2.0,W,0,0,0,0,0
128,1997-05-09,21.0,13.0,7.0,7.0,6.0,3.0,81.0,56.0,40.0,1017,1016,1014,10.0,10.0,10.0,13,6,,0.0,3.0,NW,0,0,0,0,0
129,1997-05-10,23.0,14.0,7.0,10.0,8.0,5.0,93.0,62.0,43.0,1016,1014,1011,10.0,10.0,10.0,23,6,37.0,0.0,3.0,W,0,0,0,0,0
130,1997-05-11,22.0,16.0,9.0,10.0,7.0,5.0,82.0,56.0,38.0,1016,1013,1012,10.0,10.0,10.0,19,10,45.0,0.0,3.0,SW,0,0,0,0,0
131,1997-05-12,24.0,18.0,12.0,11.0,9.0,7.0,77.0,57.0,38.0,1018,1016,1014,10.0,10.0,10.0,24,3,34.0,0.0,3.0,SW,0,0,0,0,0
132,1997-05-13,20.0,17.0,14.0,14.0,12.0,10.0,100.0,79.0,68.0,1018,1016,1015,10.0,10.0,5.0,21,6,,0.0,5.0,E,1,0,1,0,0
133,1997-05-14,22.0,16.0,11.0,13.0,11.0,9.0,100.0,77.0,43.0,1017,1015,1014,10.0,10.0,8.0,19,8,,0.0,3.0,N,1,0,1,0,0
134,1997-05-15,24.0,17.0,10.0,12.0,11.0,7.0,100.0,74.0,38.0,1016,1013,1010,10.0,10.0,7.0,26,3,45.0,0.0,4.0,W,1,0,1,0,0
135,1997-05-16,19.0,16.0,12.0,13.0,11.0,7.0,100.0,76.0,52.0,1013,1012,1010,10.0,10.0,10.0,23,6,42.0,0.0,5.0,SW,1,0,1,0,0
136,1997-05-17,18.0,14.0,11.0,11.0,8.0,5.0,100.0,69.0,42.0,1016,1014,1013,10.0,10.0,10.0,21,11,,0.0,5.0,SW,1,0,0,0,0
137,1997-05-18,23.0,14.0,7.0,9.0,8.0,7.0,100.0,66.0,38.0,1016,1014,1010,10.0,10.0,10.0,26,6,,0.0,4.0,SW,0,0,0,0,0
138,1997-05-19,20.0,16.0,12.0,12.0,9.0,7.0,94.0,66.0,46.0,1014,1012,1010,10.0,10.0,8.0,34,16,55.0,0.0,6.0,W,1,0,0,0,0
139,1997-05-20,21.0,16.0,12.0,10.0,8.0,7.0,88.0,59.0,43.0,1016,1015,1014,10.0,10.0,10.0,23,11,37.0,0.0,4.0,W,0,0,0,0,0
140,1997-05-21,24.0,17.0,10.0,12.0,8.0,6.0,94.0,57.0,36.0,1017,1016,1014,10.0,10.0,10.0,16,6,32.0,0.0,3.0,W,0,0,0,0,0
141,1997-05-22,25.0,18.0,10.0,11.0,8.0,6.0,88.0,54.0,34.0,1017,1015,1012,10.0,10.0,10.0,11,3,,0.0,3.0,W,0,0,0,0,0
142,1997-05-23,27.0,18.0,10.0,11.0,9.0,7.0,82.0,52.0,32.0,1013,1011,1008,10.0,10.0,10.0,23,6,,0.0,3.0,S,1,0,0,0,0
143,1997-05-24,24.0,19.0,14.0,13.0,12.0,11.0,88.0,64.0,47.0,1019,1012,1011,10.0,10.0,10.0,26,16,,0.0,5.0,SE,0,0,0,0,0
144,1997-05-25,18.0,16.0,13.0,15.0,13.0,11.0,100.0,85.0,68.0,1015,1013,1011,10.0,9.0,2.0,24,11,45.0,0.0,6.0,NE,1,0,0,0,0
145,1997-05-26,22.0,17.0,13.0,15.0,13.0,11.0,94.0,78.0,56.0,1017,1016,1015,10.0,10.0,6.0,11,3,,0.0,5.0,N,1,0,0,0,0
146,1997-05-27,25.0,18.0,12.0,14.0,12.0,9.0,94.0,65.0,36.0,1018,1017,1015,10.0,10.0,10.0,14,5,,0.0,4.0,W,0,0,0,0,0
147,1997-05-28,27.0,20.0,13.0,13.0,11.0,8.0,88.0,58.0,34.0,1017,1016,1014,10.0,10.0,10.0,19,6,,0.0,3.0,W,0,0,0,0,0
148,1997-05-29,29.0,21.0,14.0,13.0,12.0,8.0,88.0,56.0,35.0,1018,1016,1014,10.0,10.0,10.0,16,3,,0.0,5.0,N,0,0,0,0,0
149,1997-05-30,27.0,21.0,15.0,15.0,13.0,11.0,88.0,59.0,41.0,1019,1016,1012,10.0,10.0,7.0,21,8,,0.0,3.0,E,1,0,1,0,0
150,1997-05-31,22.0,17.0,13.0,13.0,12.0,8.0,94.0,76.0,43.0,1015,1013,1010,10.0,10.0,8.0,26,10,,0.0,5.0,NE,1,0,1,0,0
151,1997-06-01,22.0,18.0,14.0,15.0,11.0,9.0,88.0,66.0,49.0,1010,1009,1007,10.0,10.0,5.0,35,11,53.0,0.0,4.0,W,1,0,0,0,0
152,1997-06-02,21.0,18.0,15.0,12.0,11.0,10.0,82.0,67.0,49.0,1017,1013,1010,10.0,10.0,10.0,34,24,47.0,0.0,5.0,W,0,0,0,0,0
